year,artist,title,medium,description,winner,image_path,image_stem,url
2013,Joshua Yeldham,"Yeomans Bay, Hawkesbury River",cane and oil on carved board,"For many years I have painted in Yeoman’s Bay in the Ku-ring-gai Chase National Park. I find solace in this landscape – it’s very much like being in a temple of ancient boulders. Inside the rocks are eroded sandstone forms, shapes of animals and the lapping flux of the tide. - Joshua Yeldham Joshua Yeldham is also represented in this year’s Archibald Prize.",False,data/images/2013_Joshua Yeldham_Yeomans Bay_ Hawkesbury River.jpg,2013_Joshua Yeldham_Yeomans Bay_ Hawkesbury River,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29467/
2013,Philip Wolfhagen,Thirteenth journey,oil and beeswax on linen,"Thirteenth journey is a tribute to the 17th-century French painter Claude Lorrain. All landscape painters pay homage to Claude at some point. There is a very good example to be found at the Gallery in the small room off the James Fairfax Galleries, in a lovingly painted copy of a Claude: Landscape with goatherd and goats , after Claude 1823, by John Constable (another of my heroes). Although clearly my painting is not a copy, I am interested in Claude’s use of dark masses of foreground foliage – rather like a stage set – and the luminosity of his light. In my painting the foliage on the right belongs to our native Allocasuarina , opposed by the white skeletons of dead eucalyptus. - Philip Wolfhagan",False,data/images/2013_Philip Wolfhagen_Thirteenth journey.jpg,2013_Philip Wolfhagen_Thirteenth journey,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29428/
2013,Susan J White,On the Hawkesbury,ink and wax on paper,"After school my father would take us down to the Hawkesbury. Fishing from the middens that jutted out into the water he would tell us stories about the Aboriginals who had created them over thousands of years by discarding shells as they ate. He thought they were superior; their ability to survive second to none. We would hitch rides on boats and barges up past Bar Island with ‘Lofty’, a river-man who taught us where to collect mud oysters and how to open them in the hot coals at the edge of the fire. The first glimpse of the river always took my breath away. - Susan J White",False,data/images/2013_Susan J White_On the Hawkesbury.jpg,2013_Susan J White_On the Hawkesbury,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29427/
2013,Annie Hsiao-Wen Wang,Conversations (IV),oil on Belgian linen,"Conversations (IV) is part of a new body of work titled Within silence , whose central theme is that: ‘it is through the language of pure abstraction that we may transcend the abject materialism of our present world, and find the silence to converse within.’ Conversations (IV) is an exploration of the inner landscape. Influenced by an array of philosophies including Kandinsky, Buddhist meditation and Chinese calligraphy, I am interested in using paint to capture the intangible, the emotive and the transcendental. My intention is to create a sense of space and stillness that embraces the viewer in a contemplative moment, and provides an opportunity for the viewer to explore their own inner landscape. - Annie Hsiao-Wen Wang",False,data/images/2013_Annie Hsiao-Wen Wang_Conversations _IV_.jpg,2013_Annie Hsiao-Wen Wang_Conversations _IV_,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29426/
2013,Daniel Walbidi,"Kirriwirri, Great Sandy Desert",acrylic on linen,"Kirriwirri is my grandfather’s and grandmother’s country, where they brought up all their children including my father. It is like their family home, their roots. Our clan is also named Kirriwirri. Kirriwirri is a jila (living water) near Well 33 on the Canning Stock Route in the Great Sandy Desert. It is important to many other family and clan groups because it has water that never dries out even in the driest of seasons. My painting reflects the complex desert landscape full of life and colour. It depicts salt lakes (the white areas) and the talis (sand hills). I have never been to Kirriwirri but I have a deep desire to travel to this country and become connected to it. - Daniel Walbidi",False,data/images/2013_Daniel Walbidi_Kirriwirri_ Great Sandy Desert.jpg,2013_Daniel Walbidi_Kirriwirri_ Great Sandy Desert,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29425/
2013,Sokquon Tran,Wombeyan Caves,oil on canvas,"My painting Wombeyan Caves was completed earlier this year based on several smaller studies done of the Wombeyan region. The studies were oil on canvas as well as charcoal drawings and watercolours, all of which have assisted me in my final composition for the larger painting. It is an area relatively new to me as a subject. I generally concentrate my compositions on places in and around the Southern Highlands of NSW , such as Robertson and Kangaroo Valley. My two main inspirations are the Australian landscape and the German Romantic tradition, which I fuse to create a different way of seeing our countryside. - Sokquon Tran",False,data/images/2013_Sokquon Tran_Wombeyan Caves.jpg,2013_Sokquon Tran_Wombeyan Caves,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29424/
2013,Aida Tomescu,Sunburn,oil and pigments on Belgian linen,"I love a sunburnt country, A land of sweeping plains, … Her beauty and her terror – The wide brown land for me! – My country , Dorothea Mackellar Sunburn came as a response to this land. It is a painting that produces appearances and gives off a certain state, a certain condition, which is like a spirit or place or intuition. With Sunburn , I felt a new sense of circulation and fullness in my painting. I wanted to arrive at a quality of light and openness, as I was trying to preserve and work with the ground, the colour, of the bare linen as well as the image. - Aida Tomescu",False,data/images/2013_Aida Tomescu_Sunburn.jpg,2013_Aida Tomescu_Sunburn,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29423/
2013,Imants Tillers,Namatjira,acrylic and gouache on 64 canvas boards,"This painting is a homage to Albert Namatjira (1902–1959), one of the pivotal and tragic figures in Australian art. Through his watercolours of Central Australia, Namatjira found a way to repair some of the psychic and spiritual damage – what Kevin Gilbert has called ‘a rape of the soul’ – long endured by Aboriginal Australia. His body of work is an art of healing and is the antecedent to the Papunya Tula art movement, which emerged unexpectedly in the early 1970s, paving the way for the blossoming of contemporary art in its myriad forms today. - Imants Tillers",True,data/images/2013_Imants Tillers_Namatjira.jpg,2013_Imants Tillers_Namatjira,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29422/
2013,Alex Seton,Soloist,bronze,"The hoodie worn by the figure in Soloist references both the benevolent hoods of monks and malevolent connotations of rioters and street gangs, and as an egalitarian garment is used to explore concepts of public identity, privacy, trust and surveillance, some of the most compelling issues of our times. This is a figure of passive resistance. While modeled on my own body, the identity of the figure is ambiguous. Its anonymity evokes questions regarding the act of identification and of being watched. The figure is titled Soloist as he is the central performer in the act of being viewed. - Alexander Seton",False,data/images/2013_Alex Seton_Soloist.jpg,2013_Alex Seton_Soloist,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29421/
2013,Margarita Sampson,Anemone incursions III: puss puss,"wood, textiles and gilding","On one level this is a playful romp through imaginary hybrid life forms. But on another level the question is: ‘What will happen here when the host is outgrown?’ This work is a frozen moment in a narrative, a question, which has no answer. Does the growth overrun the entire gallery and everything around it? Or are the tiny colonies doomed, unable to sustain further growth by themselves? Is an equilibrium possible? I like my works to start a conversation with the viewer – the work starts to resonate through that flow. If a work answers its own questions then it’s dead. - Margarita Sampson",False,data/images/2013_Margarita Sampson_Anemone incursions III_ puss puss.jpg,2013_Margarita Sampson_Anemone incursions III_ puss puss,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29420/
2013,Mark Rodda,"Alabaster Valley, Tasmania",oil on marine ply,"When painting the Alabaster Valley in Tasmania, my primary aim was to capture scenes viewed from childhood car and bus rides within inland Tasmania. Alabaster Valley is not a real place but an amalgam of half-remembered images that, to me, give a correct impression of the landscapes surrounding the Derwent Valley and the Midland Highway in Tasmania. - Mark Rodda",False,data/images/2013_Mark Rodda_Alabaster Valley_ Tasmania.jpg,2013_Mark Rodda_Alabaster Valley_ Tasmania,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29418/
2013,James Powditch,Kornfield XIV,mixed media,"This is one of a series of works titled Kornfield , owing a debt to colour-field painting of the 1960s and 70s (a branch of abstract expressionism using flat fields of colour without a central focus) and to the great American painter Richard Diebenkorn. It is landscape broken down into the simplest of elements. The battle between complexity and simplicity continues… Usually complexity wins but hopefully not this time. Keep it simple (but not dumb). - James Powditch James Powditch is also represented in this year’s Archibald Prize.",False,data/images/2013_James Powditch_Kornfield XIV.jpg,2013_James Powditch_Kornfield XIV,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29417/
2013,Theo Papathomas,Figures dancing,mixed media,"I don’t find landscape a pure and unmediated experience, or think of it as an unchanging phenomenon, but rather a shifting, dynamic relationship between the animate and inanimate. So in my paintings nothing appears fixed. All exists in a charged dialectical exchange of light and dark, benevolence and the malign, repose and energy. In formal terms, my painting possesses the fluidity and abandonment of dance. For me this constitutes the dance of nature itself with its apparent endless, alternating states of tranquility and the cataclysmic, never more apparent than in the geography of our contemporary, apocalyptic present with its destructive threat of global warming. As an essentially intuitive painter my paintings are never vehicles for unambiguous messages – but barometers of our preoccupations and dilemmas. - Theo Papathomas",False,data/images/2013_Theo Papathomas_Figures dancing.jpg,2013_Theo Papathomas_Figures dancing,https://www.artgallery.nsw.gov.au/prizes/wynne/2013/29416/
